close,date,high,id,low,open,ticker,volume
1.1345,2018-12-05 06:02:00,1.13451,19706552,1.134,1.13413,EURUSD,185
1.13437,2018-12-05 06:03:00,1.1349,19706583,1.1331,1.1345,EURUSD,389
1.13446,2018-12-05 06:04:00,1.13455,19706589,1.1339,1.13433,EURUSD,218
1.13474,2018-12-05 06:05:00,1.1348,19706637,1.1342,1.13446,EURUSD,154
1.13481,2018-12-05 06:06:00,1.13496,19706652,1.1346,1.13475,EURUSD,159
1.1346,2018-12-05 06:07:00,1.13491,19706692,1.13452,1.13483,EURUSD,153
1.13476,2018-12-05 06:08:00,1.13483,19706711,1.1344,1.1345,EURUSD,170
1.13521,2018-12-05 06:09:00,1.13526,19706735,1.1347,1.13476,EURUSD,194
1.13493,2018-12-05 06:10:00,1.13526,19706771,1.1348,1.13521,EURUSD,159
1.13514,2018-12-05 06:11:00,1.13523,19706796,1.1347,1.1349,EURUSD,136
1.1352,2018-12-05 06:12:00,1.13521,19706824,1.13498,1.13516,EURUSD,111
1.13538,2018-12-05 06:13:00,1.13548,19706835,1.135,1.13517,EURUSD,190
1.13562,2018-12-05 06:14:00,1.13574,19706876,1.1352,1.13538,EURUSD,233
1.1355,2018-12-05 06:15:00,1.13572,19706897,1.1355,1.13561,EURUSD,126
1.1357,2018-12-05 06:16:00,1.13581,19706926,1.1356,1.13562,EURUSD,157
1.1355,2018-12-05 06:17:00,1.1358,19706962,1.1355,1.13576,EURUSD,150
1.13563,2018-12-05 06:18:00,1.13574,19706980,1.1355,1.13562,EURUSD,140
1.1355,2018-12-05 06:19:00,1.13571,19707013,1.1354,1.13563,EURUSD,98
1.1356,2018-12-05 06:20:00,1.13568,19707037,1.1354,1.13556,EURUSD,170
1.13543,2018-12-05 06:21:00,1.13564,19707068,1.1352,1.13562,EURUSD,174
1.1353,2018-12-05 06:22:00,1.1355,19707080,1.1352,1.1354,EURUSD,141
1.1353,2018-12-05 06:23:00,1.13549,19707109,1.1352,1.1354,EURUSD,78
1.13541,2018-12-05 06:24:00,1.13541,19707150,1.1352,1.1354,EURUSD,70
1.13529,2018-12-05 06:25:00,1.13542,19707171,1.1352,1.1354,EURUSD,125
1.13542,2018-12-05 06:26:00,1.1355,19707191,1.1352,1.13531,EURUSD,93
1.13545,2018-12-05 06:27:00,1.13551,19707227,1.1353,1.13541,EURUSD,84
1.1355,2018-12-05 06:28:00,1.13561,19707254,1.1353,1.13545,EURUSD,109
1.1355,2018-12-05 06:29:00,1.13555,19707285,1.1352,1.1355,EURUSD,119
1.1353,2018-12-05 06:30:00,1.13553,19707294,1.1353,1.13553,EURUSD,92
1.1353,2018-12-05 06:31:00,1.13555,19707330,1.13519,1.13535,EURUSD,88
1.13521,2018-12-05 06:32:00,1.1354,19707357,1.135,1.13527,EURUSD,94
1.13531,2018-12-05 06:33:00,1.13535,19707391,1.135,1.13521,EURUSD,75
1.13516,2018-12-05 06:34:00,1.13546,19707410,1.13514,1.1353,EURUSD,92
1.13519,2018-12-05 06:35:00,1.13534,19707435,1.135,1.1353,EURUSD,80
1.13506,2018-12-05 06:36:00,1.1353,19707461,1.135,1.1352,EURUSD,111
1.13515,2018-12-05 06:37:00,1.1352,19707491,1.1349,1.13506,EURUSD,93
1.135,2018-12-05 06:38:00,1.1352,19707522,1.1349,1.13516,EURUSD,58
1.13521,2018-12-05 06:39:00,1.13523,19707552,1.1349,1.13509,EURUSD,104
1.13523,2018-12-05 06:40:00,1.13542,19707582,1.1351,1.13521,EURUSD,142
1.13542,2018-12-05 06:41:00,1.1355,19707602,1.1352,1.13524,EURUSD,100
1.13541,2018-12-05 06:42:00,1.1355,19707635,1.1352,1.13541,EURUSD,95
1.1351,2018-12-05 06:43:00,1.1355,19707660,1.1351,1.1354,EURUSD,116
1.1351,2018-12-05 06:44:00,1.13532,19707685,1.135,1.13525,EURUSD,108
1.1351,2018-12-05 06:45:00,1.1352,19707705,1.1349,1.13517,EURUSD,126
1.1349,2018-12-05 06:46:00,1.13511,19707735,1.1348,1.1351,EURUSD,139
1.1347,2018-12-05 06:47:00,1.13493,19707767,1.1347,1.1349,EURUSD,134
1.13482,2018-12-05 06:48:00,1.1349,19707786,1.1346,1.1348,EURUSD,98
1.13497,2018-12-05 06:49:00,1.13508,19707813,1.1347,1.13481,EURUSD,120
1.13492,2018-12-05 06:50:00,1.13505,19707853,1.1347,1.1349,EURUSD,101
1.13507,2018-12-05 06:51:00,1.13512,19707872,1.1348,1.13492,EURUSD,121
1.13501,2018-12-05 06:52:00,1.1351,19707887,1.1348,1.1349,EURUSD,81
1.1352,2018-12-05 06:53:00,1.1353,19707929,1.1349,1.13501,EURUSD,122
1.13498,2018-12-05 06:54:00,1.1353,19707953,1.13491,1.13524,EURUSD,102
1.13517,2018-12-05 06:55:00,1.13525,19707984,1.1348,1.13498,EURUSD,93
1.13543,2018-12-05 06:56:00,1.13545,19708005,1.135,1.13518,EURUSD,103
1.13544,2018-12-05 06:57:00,1.13547,19708038,1.1352,1.13542,EURUSD,101
1.13536,2018-12-05 06:58:00,1.1355,19708064,1.1352,1.13544,EURUSD,79
1.1354,2018-12-05 06:59:00,1.13548,19708086,1.1352,1.13535,EURUSD,95
1.1354,2018-12-05 07:00:00,1.13551,19708105,1.1353,1.13546,EURUSD,90
1.13541,2018-12-05 07:01:00,1.13555,19708143,1.1353,1.13551,EURUSD,95
1.13528,2018-12-05 07:02:00,1.13543,19708169,1.1352,1.1354,EURUSD,60
1.13531,2018-12-05 07:03:00,1.1354,19708203,1.1351,1.13527,EURUSD,96
1.13535,2018-12-05 07:04:00,1.1354,19708230,1.1351,1.1353,EURUSD,66
1.1354,2018-12-05 07:05:00,1.1355,19708241,1.1352,1.13536,EURUSD,82
1.13542,2018-12-05 07:06:00,1.13549,19708282,1.1352,1.13542,EURUSD,85
1.1354,2018-12-05 07:07:00,1.1355,19708308,1.1352,1.13542,EURUSD,62
1.1352,2018-12-05 07:08:00,1.13545,19708336,1.1352,1.13541,EURUSD,48
1.1353,2018-12-05 07:09:00,1.1355,19708345,1.1352,1.13542,EURUSD,69
1.13545,2018-12-05 07:10:00,1.1355,19708393,1.1353,1.13537,EURUSD,40
1.13536,2018-12-05 07:11:00,1.1355,19708412,1.1352,1.1354,EURUSD,124
1.13534,2018-12-05 07:12:00,1.1354,19708446,1.1352,1.1353,EURUSD,38
1.13535,2018-12-05 07:13:00,1.1354,19708471,1.1352,1.13538,EURUSD,73
1.1354,2018-12-05 07:14:00,1.1354,19708491,1.1352,1.13535,EURUSD,51
1.1355,2018-12-05 07:15:00,1.1356,19708521,1.1352,1.13542,EURUSD,74
1.1355,2018-12-05 07:16:00,1.13561,19708551,1.1354,1.13553,EURUSD,60
1.13544,2018-12-05 07:17:00,1.13555,19708577,1.1353,1.13555,EURUSD,72
1.1354,2018-12-05 07:18:00,1.13557,19708603,1.1353,1.13545,EURUSD,97
1.1354,2018-12-05 07:19:00,1.1355,19708626,1.1352,1.13545,EURUSD,73
1.13544,2018-12-05 07:20:00,1.1355,19708651,1.1353,1.13545,EURUSD,50
1.1353,2018-12-05 07:21:00,1.1355,19708688,1.1352,1.13547,EURUSD,57
1.1352,2018-12-05 07:22:00,1.13547,19708708,1.1352,1.13537,EURUSD,63
1.13545,2018-12-05 07:23:00,1.1355,19708740,1.1353,1.1353,EURUSD,55
1.13538,2018-12-05 07:24:00,1.1355,19708771,1.1353,1.1353,EURUSD,41
1.1353,2018-12-05 07:25:00,1.13547,19708795,1.1352,1.1354,EURUSD,85
1.13511,2018-12-05 07:26:00,1.13544,19708817,1.13504,1.1354,EURUSD,92
1.13527,2018-12-05 07:27:00,1.13528,19708840,1.135,1.1351,EURUSD,88
1.13531,2018-12-05 07:28:00,1.13542,19708875,1.135,1.13527,EURUSD,89
1.13538,2018-12-05 07:29:00,1.13545,19708905,1.1352,1.13538,EURUSD,69
1.13512,2018-12-05 07:30:00,1.1354,19708933,1.135,1.13537,EURUSD,103
1.1352,2018-12-05 07:31:00,1.13521,19708949,1.135,1.13514,EURUSD,53
1.13516,2018-12-05 07:32:00,1.1352,19708986,1.135,1.13515,EURUSD,66
1.13534,2018-12-05 07:33:00,1.13536,19709012,1.135,1.13517,EURUSD,104
1.13523,2018-12-05 07:34:00,1.13535,19709037,1.1351,1.13535,EURUSD,56
1.1352,2018-12-05 07:35:00,1.13535,19709067,1.135,1.13524,EURUSD,63
1.1352,2018-12-05 07:36:00,1.1353,19709095,1.135,1.13517,EURUSD,62
1.1352,2018-12-05 07:37:00,1.13532,19709118,1.1351,1.1353,EURUSD,76
1.1352,2018-12-05 07:38:00,1.1353,19709135,1.1351,1.1353,EURUSD,49
1.13547,2018-12-05 07:39:00,1.1355,19709174,1.1352,1.13529,EURUSD,57
1.13539,2018-12-05 07:40:00,1.13553,19709185,1.1353,1.13548,EURUSD,52
1.13547,2018-12-05 07:41:00,1.1355,19709222,1.1353,1.13542,EURUSD,51
1.13534,2018-12-05 07:42:00,1.1355,19709249,1.1353,1.13546,EURUSD,50
1.13547,2018-12-05 07:43:00,1.13548,19709279,1.1352,1.1354,EURUSD,78
1.13535,2018-12-05 07:44:00,1.1355,19709303,1.1352,1.1354,EURUSD,66
1.13537,2018-12-05 07:45:00,1.1355,19709332,1.1353,1.1354,EURUSD,33
1.13537,2018-12-05 07:46:00,1.1355,19709358,1.1353,1.13543,EURUSD,58
1.1355,2018-12-05 07:47:00,1.13556,19709384,1.1353,1.13542,EURUSD,57
1.13568,2018-12-05 07:48:00,1.1357,19709419,1.1354,1.13556,EURUSD,53
1.1355,2018-12-05 07:49:00,1.13576,19709435,1.1355,1.13569,EURUSD,74
1.13566,2018-12-05 07:50:00,1.1358,19709471,1.1356,1.13571,EURUSD,92
1.1357,2018-12-05 07:51:00,1.13576,19709486,1.1355,1.13571,EURUSD,67
1.13558,2018-12-05 07:52:00,1.13575,19709527,1.1355,1.13575,EURUSD,77
1.13539,2018-12-05 07:53:00,1.1357,19709550,1.1353,1.13557,EURUSD,70
1.1353,2018-12-05 07:54:00,1.13553,19709578,1.1352,1.13545,EURUSD,77
1.13537,2018-12-05 07:55:00,1.13545,19709606,1.1352,1.1353,EURUSD,46
1.13542,2018-12-05 07:56:00,1.1355,19709616,1.1353,1.13543,EURUSD,58
1.13531,2018-12-05 07:57:00,1.13548,19709660,1.1352,1.13548,EURUSD,69
1.13512,2018-12-05 07:58:00,1.1354,19709686,1.13508,1.13533,EURUSD,127
1.13533,2018-12-05 07:59:00,1.13543,19709706,1.135,1.13512,EURUSD,109
1.13555,2018-12-05 08:00:00,1.13561,19709742,1.1352,1.13538,EURUSD,103
1.13533,2018-12-05 08:01:00,1.13562,19709770,1.13526,1.13554,EURUSD,179
1.1352,2018-12-05 08:02:00,1.13546,19709797,1.1351,1.13532,EURUSD,140
1.1353,2018-12-05 08:03:00,1.13536,19709821,1.1351,1.13524,EURUSD,161
1.13537,2018-12-05 08:04:00,1.13547,19709827,1.1351,1.13531,EURUSD,114
1.1352,2018-12-05 08:05:00,1.13538,19709876,1.1351,1.13538,EURUSD,150
1.13523,2018-12-05 08:06:00,1.1353,19709899,1.1351,1.13523,EURUSD,83
1.13526,2018-12-05 08:07:00,1.13535,19709919,1.135,1.13525,EURUSD,72
1.13526,2018-12-05 08:08:00,1.1354,19709945,1.1351,1.13532,EURUSD,36
1.13532,2018-12-05 08:09:00,1.13544,19709975,1.1351,1.13531,EURUSD,86
1.13539,2018-12-05 08:10:00,1.13544,19710005,1.1352,1.1354,EURUSD,121
1.13535,2018-12-05 08:11:00,1.13542,19710033,1.1352,1.13538,EURUSD,86
1.13535,2018-12-05 08:12:00,1.13545,19710058,1.1351,1.13533,EURUSD,95
1.13531,2018-12-05 08:13:00,1.1355,19710083,1.1352,1.13543,EURUSD,78
1.13542,2018-12-05 08:14:00,1.13545,19710109,1.1352,1.1354,EURUSD,55
1.13528,2018-12-05 08:15:00,1.13546,19710129,1.1352,1.13543,EURUSD,110
1.1351,2018-12-05 08:16:00,1.13547,19710163,1.1351,1.13535,EURUSD,102
1.13529,2018-12-05 08:17:00,1.13538,19710188,1.1351,1.13526,EURUSD,82
1.1353,2018-12-05 08:18:00,1.13543,19710217,1.1352,1.13529,EURUSD,94
1.1352,2018-12-05 08:19:00,1.1354,19710244,1.1351,1.13536,EURUSD,94
1.13541,2018-12-05 08:20:00,1.13542,19710277,1.1351,1.1352,EURUSD,143
1.1354,2018-12-05 08:21:00,1.13551,19710294,1.1352,1.13545,EURUSD,128
1.13542,2018-12-05 08:22:00,1.13552,19710326,1.1353,1.13541,EURUSD,94
1.13531,2018-12-05 08:23:00,1.13552,19710357,1.1352,1.13548,EURUSD,112
1.13527,2018-12-05 08:24:00,1.1354,19710388,1.1351,1.1353,EURUSD,105
1.13546,2018-12-05 08:25:00,1.13555,19710414,1.1352,1.13533,EURUSD,104
1.1352,2018-12-05 08:26:00,1.13554,19710433,1.1351,1.13554,EURUSD,129
1.1352,2018-12-05 08:27:00,1.1353,19710466,1.1351,1.1351,EURUSD,56
1.1354,2018-12-05 08:28:00,1.13542,19710480,1.1351,1.13523,EURUSD,78
1.13543,2018-12-05 08:29:00,1.13553,19710517,1.1352,1.13543,EURUSD,71
1.13552,2018-12-05 08:30:00,1.13564,19710544,1.1354,1.1355,EURUSD,109
1.13565,2018-12-05 08:31:00,1.13571,19710576,1.1354,1.13558,EURUSD,82
1.13566,2018-12-05 08:32:00,1.13573,19710606,1.1354,1.13571,EURUSD,83
1.13602,2018-12-05 08:33:00,1.13602,19710628,1.1355,1.1355,EURUSD,147
1.13573,2018-12-05 08:34:00,1.13613,19710654,1.1356,1.13596,EURUSD,136
1.13589,2018-12-05 08:35:00,1.13597,19710674,1.1356,1.13563,EURUSD,153
1.1359,2018-12-05 08:36:00,1.13597,19710707,1.1357,1.13581,EURUSD,123
1.1358,2018-12-05 08:37:00,1.136,19710739,1.1357,1.13585,EURUSD,79
1.13579,2018-12-05 08:38:00,1.136,19710749,1.1357,1.1359,EURUSD,99
1.1357,2018-12-05 08:39:00,1.13583,19710793,1.1356,1.13573,EURUSD,80
1.1355,2018-12-05 08:40:00,1.1358,19710818,1.1355,1.13577,EURUSD,88
1.1357,2018-12-05 08:41:00,1.1358,19710844,1.1355,1.13563,EURUSD,85
1.1357,2018-12-05 08:42:00,1.13586,19710872,1.1356,1.13569,EURUSD,89
1.13583,2018-12-05 08:43:00,1.1359,19710900,1.1356,1.1358,EURUSD,75
1.1357,2018-12-05 08:44:00,1.13584,19710917,1.1356,1.1356,EURUSD,73
1.1357,2018-12-05 08:45:00,1.1358,19710949,1.1355,1.13569,EURUSD,108
1.1357,2018-12-05 08:46:00,1.13575,19710984,1.1355,1.13564,EURUSD,68
1.1357,2018-12-05 08:47:00,1.13576,19711006,1.1355,1.13569,EURUSD,92
1.13572,2018-12-05 08:48:00,1.13577,19711030,1.1355,1.13559,EURUSD,108
1.13561,2018-12-05 08:49:00,1.13572,19711052,1.1355,1.13571,EURUSD,62
1.13559,2018-12-05 08:50:00,1.1357,19711077,1.1355,1.13555,EURUSD,66
1.13556,2018-12-05 08:51:00,1.13568,19711106,1.1354,1.13555,EURUSD,63
1.13554,2018-12-05 08:52:00,1.13563,19711136,1.1354,1.13549,EURUSD,69
1.13555,2018-12-05 08:53:00,1.1356,19711157,1.1353,1.13552,EURUSD,60
1.13577,2018-12-05 08:54:00,1.13577,19711191,1.1354,1.13553,EURUSD,117
1.13576,2018-12-05 08:55:00,1.13581,19711221,1.1355,1.1357,EURUSD,117
1.1358,2018-12-05 08:56:00,1.13601,19711246,1.1356,1.13578,EURUSD,88
1.13565,2018-12-05 08:57:00,1.13598,19711272,1.1356,1.13585,EURUSD,105
1.1355,2018-12-05 08:58:00,1.13573,19711308,1.1355,1.13565,EURUSD,49
1.13546,2018-12-05 08:59:00,1.1357,19711331,1.1353,1.13565,EURUSD,75
1.13556,2018-12-05 09:00:00,1.1356,19711354,1.1353,1.13545,EURUSD,132
1.13559,2018-12-05 09:01:00,1.13563,19711374,1.1354,1.13555,EURUSD,71
1.1355,2018-12-05 09:02:00,1.1357,19711407,1.1354,1.13558,EURUSD,74
1.13562,2018-12-05 09:03:00,1.1357,19711436,1.1354,1.13561,EURUSD,70
1.1356,2018-12-05 09:04:00,1.1358,19711458,1.1354,1.1355,EURUSD,72
1.1357,2018-12-05 09:05:00,1.1358,19711492,1.1355,1.13569,EURUSD,79
1.13585,2018-12-05 09:06:00,1.13589,19711510,1.1355,1.13567,EURUSD,72
1.13584,2018-12-05 09:07:00,1.1359,19711541,1.1356,1.13584,EURUSD,86
1.1358,2018-12-05 09:08:00,1.1359,19711574,1.1356,1.13582,EURUSD,87
1.13577,2018-12-05 09:09:00,1.1358,19711601,1.1356,1.13579,EURUSD,94
1.13555,2018-12-05 09:10:00,1.1358,19711630,1.1355,1.13578,EURUSD,100
1.13546,2018-12-05 09:11:00,1.13563,19711656,1.1353,1.13549,EURUSD,124
1.13544,2018-12-05 09:12:00,1.1356,19711672,1.1353,1.1354,EURUSD,72
1.13546,2018-12-05 09:13:00,1.1355,19711710,1.1353,1.13537,EURUSD,64
1.13541,2018-12-05 09:14:00,1.13552,19711725,1.1353,1.13547,EURUSD,114
1.13526,2018-12-05 09:15:00,1.1355,19711763,1.1352,1.13543,EURUSD,99
1.13524,2018-12-05 09:16:00,1.1354,19711784,1.135,1.13523,EURUSD,142
1.13493,2018-12-05 09:17:00,1.1353,19711814,1.1348,1.13523,EURUSD,165
1.13511,2018-12-05 09:18:00,1.13528,19711839,1.1348,1.13489,EURUSD,176
1.1346,2018-12-05 09:19:00,1.1352,19711865,1.1345,1.1351,EURUSD,203
1.13444,2018-12-05 09:20:00,1.13518,19711897,1.1343,1.13461,EURUSD,222
1.13467,2018-12-05 09:21:00,1.1347,19711929,1.1343,1.13442,EURUSD,144
1.13481,2018-12-05 09:22:00,1.13486,19711953,1.13449,1.13468,EURUSD,154
1.13489,2018-12-05 09:23:00,1.13492,19711973,1.13469,1.13481,EURUSD,87
1.13477,2018-12-05 09:24:00,1.13493,19712000,1.1346,1.13489,EURUSD,123
1.13477,2018-12-05 09:25:00,1.1348,19712021,1.1345,1.13476,EURUSD,130
1.13509,2018-12-05 09:26:00,1.13509,19712062,1.1346,1.13478,EURUSD,99
1.13502,2018-12-05 09:27:00,1.13519,19712088,1.1349,1.13506,EURUSD,119
1.1351,2018-12-05 09:28:00,1.1352,19712112,1.1349,1.13503,EURUSD,106
1.13515,2018-12-05 09:29:00,1.1353,19712135,1.135,1.1351,EURUSD,93
1.13527,2018-12-05 09:30:00,1.13533,19712168,1.135,1.13516,EURUSD,89
1.13476,2018-12-05 09:31:00,1.13532,19712185,1.13475,1.13526,EURUSD,184
1.13486,2018-12-05 09:32:00,1.135,19712225,1.1347,1.1348,EURUSD,161
1.1348,2018-12-05 09:33:00,1.13506,19712246,1.1346,1.13487,EURUSD,162
1.13446,2018-12-05 09:34:00,1.1347,19712264,1.1343,1.1346,EURUSD,128
